rank,name,power,kills,weekly_contribution,construction,tribe_assistance,read_rank,is_valid
1,GrandPriest67414261,19502,,,,,,True
2,PappvPa,150,,,,,,True
3,TecchiFir,15,,,,,,True
4,xSTORM,15,,,,,,True
5,bigchees,5,,,,,,True
