rank,name,power,kills,weekly_contribution,construction,tribe_assistance,read_rank,is_valid
1,GrandPriest67414261,19502,,,,,,True
2,PappvPappe,150,150,150,150,150,,True
3,TecchiFireb,15,15,15,,15,,True
4,XSTORMx,15,15,15,15,15,,True
5,bigcheese,5,5,5,,5,,True
